Trem_;Veículo_;Rodeiro Veículo_;Média Rolamento Esquerdo (°C)_delta;Média Rolamento Direito (°C)_delta;DP Rolamento Esquerdo (°C)_delta;DP Rolamento Direito (°C)_delta;Rolamento Esquerdo (°C)_delta;Rolamento Direito (°C)_delta;Média Roda Esquerda (°C)_delta;Média Roda Direita (°C)_delta;DP Roda Esquerda (°C)_delta;DP Roda Direita (°C)_delta;Roda Esquerda (°C)_delta;Roda Direita (°C)_delta
NLE0641;734879;4;7,82;5,799999999999999;2,4000000000000004;1,3100000000000005;14;6;7,43;9,31;0,6800000000000002;2,0700000000000003;17,0;17,0
NLE0657;612934;1;10,66;11,469999999999999;2,32;1,8000000000000003;9;11;7,84;9,76;1,38;3,48;8,0;8,0
NLE0657;612934;2;10,66;11,469999999999999;2,32;1,8000000000000003;17;8;7,84;9,76;1,38;3,48;8,0;8,0
NLE0657;612934;3;10,66;11,469999999999999;2,32;1,8000000000000003;8;14;7,84;9,76;1,38;3,48;9,0;8,0
NLE0657;612934;4;10,66;11,469999999999999;2,32;1,8000000000000003;16;14;7,84;9,76;1,38;3,48;8,0;8,0
NLE0657;734879;1;10,66;11,469999999999999;2,32;1,8000000000000003;12;15;7,84;9,76;1,38;3,48;8,0;8,0
NLE0657;734879;2;10,66;11,469999999999999;2,32;1,8000000000000003;11;13;7,84;9,76;1,38;3,48;9,0;8,0
NLE0657;734879;3;10,66;11,469999999999999;2,32;1,8000000000000003;7;13;7,84;9,76;1,38;3,48;9,0;17,0
NLE0657;734879;4;10,66;11,469999999999999;2,32;1,8000000000000003;15;13;7,84;9,76;1,38;3,48;8,0;8,0
NOE8133;612934;1;10,33;11,319999999999999;2,1700000000000004;3,2399999999999998;16;17;0,0;0,0;0,0;0,0;0,0;0,0
NOE8133;612934;2;10,33;11,319999999999999;2,1700000000000004;3,2399999999999998;3;6;0,0;0,0;0,0;0,0;0,0;0,0
NOE8133;612934;3;10,33;11,319999999999999;2,1700000000000004;3,2399999999999998;16;13;0,0;0,0;0,0;0,0;0,0;0,0
NOE8133;612934;4;10,33;11,319999999999999;2,1700000000000004;3,2399999999999998;10;18;0,0;0,0;0,0;0,0;0,0;0,0
NOE8133;734879;1;10,33;11,319999999999999;2,1700000000000004;3,2399999999999998;19;6;0,0;0,0;0,0;0,0;0,0;0,0
NOE8133;734879;2;10,33;11,319999999999999;2,1700000000000004;3,2399999999999998;11;15;0,0;0,0;0,0;0,0;0,0;0,0
NOE8133;734879;3;10,33;11,319999999999999;2,1700000000000004;3,2399999999999998;12;12;0,0;0,0;0,0;0,0;0,0;0,0
NOE8133;734879;4;10,33;11,319999999999999;2,1700000000000004;3,2399999999999998;19;15;0,0;0,0;0,0;0,0;0,0;0,0
NSF0103;612934;1;5,109999999999999;4,870000000000001;1,3099999999999996;1,0199999999999996;16;12;1,5899999999999994;2,07;6,890000000000001;7,1499999999999995;0,0;0,0
NSF0103;612934;2;5,109999999999999;4,870000000000001;1,3099999999999996;1,0199999999999996;11;12;1,5899999999999994;2,07;6,890000000000001;7,1499999999999995;0,0;0,0
NSF0103;612934;3;5,109999999999999;4,870000000000001;1,3099999999999996;1,0199999999999996;9;9;1,5899999999999994;2,07;6,890000000000001;7,1499999999999995;0,0;8,0
NSF0103;612934;4;5,109999999999999;4,870000000000001;1,3099999999999996;1,0199999999999996;5;7;1,5899999999999994;2,07;6,890000000000001;7,1499999999999995;8,0;0,0
NSF0103;734879;1;5,109999999999999;4,870000000000001;1,3099999999999996;1,0199999999999996;6;4;1,5899999999999994;2,07;6,890000000000001;7,1499999999999995;8,0;0,0
NSF0103;734879;2;5,109999999999999;4,870000000000001;1,3099999999999996;1,0199999999999996;5;4;1,5899999999999994;2,07;6,890000000000001;7,1499999999999995;0,0;8,0
NSF0103;734879;3;5,109999999999999;4,870000000000001;1,3099999999999996;1,0199999999999996;9;6;1,5899999999999994;2,07;6,890000000000001;7,1499999999999995;8,0;0,0
NSF0103;734879;4;5,109999999999999;4,870000000000001;1,3099999999999996;1,0199999999999996;7;10;1,5899999999999994;2,07;6,890000000000001;7,1499999999999995;17,0;8,0
NSF0117;612934;1;7,520000000000001;6,050000000000001;2,1499999999999995;2,1900000000000004;10;17;5,99;10,209999999999999;5,25;5,539999999999999;8,0;8,0
NSF0117;612934;2;7,520000000000001;6,050000000000001;2,1499999999999995;2,1900000000000004;13;10;5,99;10,209999999999999;5,25;5,539999999999999;8,0;8,0
NSF0117;612934;3;7,520000000000001;6,050000000000001;2,1499999999999995;2,1900000000000004;8;6;5,99;10,209999999999999;5,25;5,539999999999999;9,0;17,0
NSF0117;612934;4;7,520000000000001;6,050000000000001;2,1499999999999995;2,1900000000000004;9;6;5,99;10,209999999999999;5,25;5,539999999999999;0,0;8,0
NSF0117;734879;1;7,520000000000001;6,050000000000001;2,1499999999999995;2,1900000000000004;10;6;5,99;10,209999999999999;5,25;5,539999999999999;8,0;17,0
NSF0117;734879;2;7,520000000000001;6,050000000000001;2,1499999999999995;2,1900000000000004;15;7;5,99;10,209999999999999;5,25;5,539999999999999;0,0;21,0
NSF0117;734879;3;7,520000000000001;6,050000000000001;2,1499999999999995;2,1900000000000004;17;19;5,99;10,209999999999999;5,25;5,539999999999999;9,0;9,0
NSF0117;734879;4;7,520000000000001;6,050000000000001;2,1499999999999995;2,1900000000000004;10;12;5,99;10,209999999999999;5,25;5,539999999999999;8,0;8,0
NSF0509;612934;1;4,799999999999999;3,209999999999999;1,6699999999999995;1,3500000000000005;5;3;6,83;9,540000000000001;0,5800000000000001;1,6499999999999995;8,0;8,0
NSF0509;612934;2;4,799999999999999;3,209999999999999;1,6699999999999995;1,3500000000000005;8;5;6,83;9,540000000000001;0,5800000000000001;1,6499999999999995;0,0;17,0
NSF0509;612934;3;4,799999999999999;3,209999999999999;1,6699999999999995;1,3500000000000005;4;5;6,83;9,540000000000001;0,5800000000000001;1,6499999999999995;8,0;8,0
NSF0509;612934;4;4,799999999999999;3,209999999999999;1,6699999999999995;1,3500000000000005;16;8;6,83;9,540000000000001;0,5800000000000001;1,6499999999999995;8,0;8,0
NSF0509;734879;1;4,799999999999999;3,209999999999999;1,6699999999999995;1,3500000000000005;5;6;6,83;9,540000000000001;0,5800000000000001;1,6499999999999995;9,0;21,0
NSF0509;734879;2;4,799999999999999;3,209999999999999;1,6699999999999995;1,3500000000000005;6;7;6,83;9,540000000000001;0,5800000000000001;1,6499999999999995;9,0;8,0
NSF0509;734879;3;4,799999999999999;3,209999999999999;1,6699999999999995;1,3500000000000005;8;8;6,83;9,540000000000001;0,5800000000000001;1,6499999999999995;0,0;21,0
NSF0509;734879;4;4,799999999999999;3,209999999999999;1,6699999999999995;1,3500000000000005;9;10;6,83;9,540000000000001;0,5800000000000001;1,6499999999999995;8,0;8,0
NSF0607;612934;1;2,9400000000000013;2,9800000000000004;1,2800000000000002;1,08;5;6;0,0;0,0;0,0;0,0;0,0;0,0
NSF0607;612934;2;2,9400000000000013;2,9800000000000004;1,2800000000000002;1,08;2;1;0,0;0,0;0,0;0,0;0,0;0,0
NSF0607;612934;3;2,9400000000000013;2,9800000000000004;1,2800000000000002;1,08;3;3;0,0;0,0;0,0;0,0;0,0;0,0
NSF0607;612934;4;2,9400000000000013;2,9800000000000004;1,2800000000000002;1,08;3;3;0,0;0,0;0,0;0,0;0,0;0,0
NSF0607;734879;1;2,9400000000000013;2,9800000000000004;1,2800000000000002;1,08;4;5;0,0;0,0;0,0;0,0;0,0;0,0
NSF0607;734879;2;2,9400000000000013;2,9800000000000004;1,2800000000000002;1,08;5;4;0,0;0,0;0,0;0,0;0,0;0,0
NSF0607;734879;3;2,9400000000000013;2,9800000000000004;1,2800000000000002;1,08;3;1;0,0;0,0;0,0;0,0;0,0;0,0
NSF0607;734879;4;2,9400000000000013;2,9800000000000004;1,2800000000000002;1,08;6;4;0,0;0,0;0,0;0,0;0,0;0,0
