Trem_,Veículo_,Rodeiro Veículo_,Média Rolamento Esquerdo Trem (°C)_delta,Média Rolamento Direito Trem (°C)_delta,DP Rolamento Esquerdo Trem (°C)_delta,DP Rolamento Direito Trem (°C)_delta,Rolamento Esquerdo vagão (°C)_delta,Rolamento Direito vagão (°C)_delta,Média Roda Esquerda Trem (°C)_delta,Média Roda Direita Trem (°C)_delta,DP Roda Esquerda Trem (°C)_delta,DP Roda Direita Trem (°C)_delta,Roda Esquerda vagão (°C)_delta,Roda Direita vagão (°C)_delta
NEL3106,735622,1,19.759999999999998,17.99,2.82,1.87,21,13,96.28999999999999,108.45,17.759999999999998,18.859999999999996,81.0,127.0
NEL3106,735622,2,19.759999999999998,17.99,2.82,1.87,26,14,96.28999999999999,108.45,17.759999999999998,18.859999999999996,152.0,166.0
NEL3106,735622,3,19.759999999999998,17.99,2.82,1.87,15,17,96.28999999999999,108.45,17.759999999999998,18.859999999999996,97.0,152.0
NEL3106,735622,4,19.759999999999998,17.99,2.82,1.87,19,20,96.28999999999999,108.45,17.759999999999998,18.859999999999996,92.0,91.0
NEL3116,735097,1,19.96,19.18,3.5100000000000002,2.73,23,27,101.7,115.25,21.29,23.779999999999998,88.0,91.0
NEL3116,735097,2,19.96,19.18,3.5100000000000002,2.73,22,19,101.7,115.25,21.29,23.779999999999998,89.0,164.0
NEL3116,735097,3,19.96,19.18,3.5100000000000002,2.73,15,20,101.7,115.25,21.29,23.779999999999998,146.0,113.0
NEL3116,735097,4,19.96,19.18,3.5100000000000002,2.73,28,34,101.7,115.25,21.29,23.779999999999998,84.0,88.0
NEL3116,735098,1,19.96,19.18,3.5100000000000002,2.73,14,18,101.7,115.25,21.29,23.779999999999998,146.0,141.0
NEL3116,735098,2,19.96,19.18,3.5100000000000002,2.73,17,24,101.7,115.25,21.29,23.779999999999998,59.0,170.0
NEL3116,735098,3,19.96,19.18,3.5100000000000002,2.73,14,22,101.7,115.25,21.29,23.779999999999998,161.0,195.0
NEL3116,735098,4,19.96,19.18,3.5100000000000002,2.73,37,26,101.7,115.25,21.29,23.779999999999998,178.0,153.0
NEL3116,735249,1,19.96,19.18,3.5100000000000002,2.73,20,21,101.7,115.25,21.29,23.779999999999998,138.0,140.0
NEL3116,735249,2,19.96,19.18,3.5100000000000002,2.73,20,22,101.7,115.25,21.29,23.779999999999998,175.0,148.0
NEL3116,735249,3,19.96,19.18,3.5100000000000002,2.73,28,23,101.7,115.25,21.29,23.779999999999998,97.0,90.0
NEL3116,735249,4,19.96,19.18,3.5100000000000002,2.73,15,22,101.7,115.25,21.29,23.779999999999998,104.0,142.0
NEL3116,735309,1,19.96,19.18,3.5100000000000002,2.73,20,19,101.7,115.25,21.29,23.779999999999998,110.0,116.0
NEL3116,735309,2,19.96,19.18,3.5100000000000002,2.73,19,18,101.7,115.25,21.29,23.779999999999998,75.0,152.0
NEL3116,735309,3,19.96,19.18,3.5100000000000002,2.73,21,22,101.7,115.25,21.29,23.779999999999998,102.0,118.0
NEL3116,735309,4,19.96,19.18,3.5100000000000002,2.73,17,17,101.7,115.25,21.29,23.779999999999998,103.0,76.0
NEL3116,735310,1,19.96,19.18,3.5100000000000002,2.73,17,19,101.7,115.25,21.29,23.779999999999998,74.0,119.0
NEL3116,735310,2,19.96,19.18,3.5100000000000002,2.73,16,16,101.7,115.25,21.29,23.779999999999998,65.0,68.0
NEL3116,735310,3,19.96,19.18,3.5100000000000002,2.73,23,15,101.7,115.25,21.29,23.779999999999998,111.0,116.0
NEL3116,735310,4,19.96,19.18,3.5100000000000002,2.73,22,26,101.7,115.25,21.29,23.779999999999998,94.0,100.0
NEL3116,735411,1,19.96,19.18,3.5100000000000002,2.73,21,18,101.7,115.25,21.29,23.779999999999998,105.0,112.0
NEL3116,735411,2,19.96,19.18,3.5100000000000002,2.73,15,19,101.7,115.25,21.29,23.779999999999998,48.0,133.0
NEL3116,735411,3,19.96,19.18,3.5100000000000002,2.73,20,22,101.7,115.25,21.29,23.779999999999998,70.0,73.0
NEL3116,735411,4,19.96,19.18,3.5100000000000002,2.73,21,25,101.7,115.25,21.29,23.779999999999998,132.0,121.0
NEL3116,735412,1,19.96,19.18,3.5100000000000002,2.73,17,18,101.7,115.25,21.29,23.779999999999998,124.0,127.0
NEL3116,735412,2,19.96,19.18,3.5100000000000002,2.73,18,20,101.7,115.25,21.29,23.779999999999998,23.0,102.0
NEL3116,735412,3,19.96,19.18,3.5100000000000002,2.73,17,17,101.7,115.25,21.29,23.779999999999998,111.0,60.0
NEL3116,735412,4,19.96,19.18,3.5100000000000002,2.73,19,16,101.7,115.25,21.29,23.779999999999998,93.0,97.0
NEL3116,735599,1,19.96,19.18,3.5100000000000002,2.73,20,24,101.7,115.25,21.29,23.779999999999998,131.0,108.0
NEL3116,735599,2,19.96,19.18,3.5100000000000002,2.73,18,12,101.7,115.25,21.29,23.779999999999998,68.0,156.0
NEL3116,735599,3,19.96,19.18,3.5100000000000002,2.73,24,19,101.7,115.25,21.29,23.779999999999998,134.0,124.0
NEL3116,735599,4,19.96,19.18,3.5100000000000002,2.73,17,27,101.7,115.25,21.29,23.779999999999998,118.0,83.0
NEL3116,735600,1,19.96,19.18,3.5100000000000002,2.73,23,17,101.7,115.25,21.29,23.779999999999998,131.0,133.0
NEL3116,735600,2,19.96,19.18,3.5100000000000002,2.73,14,18,101.7,115.25,21.29,23.779999999999998,90.0,143.0
NEL3116,735600,3,19.96,19.18,3.5100000000000002,2.73,16,19,101.7,115.25,21.29,23.779999999999998,122.0,113.0
NEL3116,735600,4,19.96,19.18,3.5100000000000002,2.73,14,10,101.7,115.25,21.29,23.779999999999998,98.0,66.0
NEL3116,735731,1,19.96,19.18,3.5100000000000002,2.73,23,20,101.7,115.25,21.29,23.779999999999998,134.0,128.0
NEL3116,735731,2,19.96,19.18,3.5100000000000002,2.73,25,28,101.7,115.25,21.29,23.779999999999998,99.0,236.0
NEL3116,735731,3,19.96,19.18,3.5100000000000002,2.73,20,19,101.7,115.25,21.29,23.779999999999998,124.0,164.0
NEL3116,735731,4,19.96,19.18,3.5100000000000002,2.73,24,14,101.7,115.25,21.29,23.779999999999998,125.0,130.0
NEL3116,735732,1,19.96,19.18,3.5100000000000002,2.73,11,17,101.7,115.25,21.29,23.779999999999998,126.0,107.0
NEL3116,735732,2,19.96,19.18,3.5100000000000002,2.73,15,16,101.7,115.25,21.29,23.779999999999998,89.0,98.0
NEL3116,735732,3,19.96,19.18,3.5100000000000002,2.73,16,14,101.7,115.25,21.29,23.779999999999998,127.0,102.0
NEL3116,735732,4,19.96,19.18,3.5100000000000002,2.73,23,15,101.7,115.25,21.29,23.779999999999998,95.0,134.0
NEL3118,735049,1,22.77,20.259999999999998,3.44,2.53,18,14,116.68,129.22,25.080000000000002,26.57,128.0,148.0
NEL3118,735049,2,22.77,20.259999999999998,3.44,2.53,20,21,116.68,129.22,25.080000000000002,26.57,132.0,216.0
NEL3118,735049,3,22.77,20.259999999999998,3.44,2.53,23,20,116.68,129.22,25.080000000000002,26.57,176.0,163.0
NEL3118,735049,4,22.77,20.259999999999998,3.44,2.53,22,32,116.68,129.22,25.080000000000002,26.57,106.0,231.0
NEL3118,735050,1,22.77,20.259999999999998,3.44,2.53,19,26,116.68,129.22,25.080000000000002,26.57,113.0,151.0
NEL3118,735050,2,22.77,20.259999999999998,3.44,2.53,17,22,116.68,129.22,25.080000000000002,26.57,121.0,103.0
NEL3118,735050,3,22.77,20.259999999999998,3.44,2.53,21,20,116.68,129.22,25.080000000000002,26.57,125.0,159.0
NEL3118,735050,4,22.77,20.259999999999998,3.44,2.53,25,24,116.68,129.22,25.080000000000002,26.57,185.0,164.0
NEL3118,735071,1,22.77,20.259999999999998,3.44,2.53,26,17,116.68,129.22,25.080000000000002,26.57,128.0,143.0
NEL3118,735071,2,22.77,20.259999999999998,3.44,2.53,27,24,116.68,129.22,25.080000000000002,26.57,108.0,159.0
NEL3118,735071,3,22.77,20.259999999999998,3.44,2.53,30,22,116.68,129.22,25.080000000000002,26.57,177.0,168.0
NEL3118,735071,4,22.77,20.259999999999998,3.44,2.53,34,26,116.68,129.22,25.080000000000002,26.57,122.0,153.0
NEL3118,735072,1,22.77,20.259999999999998,3.44,2.53,30,22,116.68,129.22,25.080000000000002,26.57,111.0,157.0
NEL3118,735072,2,22.77,20.259999999999998,3.44,2.53,35,26,116.68,129.22,25.080000000000002,26.57,126.0,124.0
NEL3118,735072,3,22.77,20.259999999999998,3.44,2.53,27,21,116.68,129.22,25.080000000000002,26.57,114.0,144.0
NEL3118,735072,4,22.77,20.259999999999998,3.44,2.53,27,28,116.68,129.22,25.080000000000002,26.57,111.0,105.0
NEL3118,735081,1,22.77,20.259999999999998,3.44,2.53,20,29,116.68,129.22,25.080000000000002,26.57,133.0,203.0
NEL3118,735081,2,22.77,20.259999999999998,3.44,2.53,29,20,116.68,129.22,25.080000000000002,26.57,68.0,165.0
NEL3118,735081,3,22.77,20.259999999999998,3.44,2.53,23,18,116.68,129.22,25.080000000000002,26.57,105.0,108.0
NEL3118,735081,4,22.77,20.259999999999998,3.44,2.53,30,33,116.68,129.22,25.080000000000002,26.57,196.0,94.0
NEL3118,735082,1,22.77,20.259999999999998,3.44,2.53,35,19,116.68,129.22,25.080000000000002,26.57,95.0,137.0
NEL3118,735082,2,22.77,20.259999999999998,3.44,2.53,29,29,116.68,129.22,25.080000000000002,26.57,38.0,142.0
NEL3118,735082,3,22.77,20.259999999999998,3.44,2.53,32,22,116.68,129.22,25.080000000000002,26.57,139.0,156.0
NEL3118,735082,4,22.77,20.259999999999998,3.44,2.53,34,23,116.68,129.22,25.080000000000002,26.57,119.0,106.0
NEL3118,735093,1,22.77,20.259999999999998,3.44,2.53,21,24,116.68,129.22,25.080000000000002,26.57,140.0,141.0
NEL3118,735093,2,22.77,20.259999999999998,3.44,2.53,25,22,116.68,129.22,25.080000000000002,26.57,114.0,107.0
NEL3118,735093,3,22.77,20.259999999999998,3.44,2.53,24,23,116.68,129.22,25.080000000000002,26.57,154.0,157.0
NEL3118,735093,4,22.77,20.259999999999998,3.44,2.53,26,28,116.68,129.22,25.080000000000002,26.57,132.0,192.0
NEL3118,735094,1,22.77,20.259999999999998,3.44,2.53,13,14,116.68,129.22,25.080000000000002,26.57,133.0,106.0
NEL3118,735094,2,22.77,20.259999999999998,3.44,2.53,18,23,116.68,129.22,25.080000000000002,26.57,74.0,128.0
NEL3118,735094,3,22.77,20.259999999999998,3.44,2.53,14,15,116.68,129.22,25.080000000000002,26.57,158.0,139.0
NEL3118,735094,4,22.77,20.259999999999998,3.44,2.53,26,17,116.68,129.22,25.080000000000002,26.57,92.0,166.0
NEL3118,735233,1,22.77,20.259999999999998,3.44,2.53,23,25,116.68,129.22,25.080000000000002,26.57,175.0,148.0
NEL3118,735233,2,22.77,20.259999999999998,3.44,2.53,34,21,116.68,129.22,25.080000000000002,26.57,149.0,188.0
NEL3118,735233,3,22.77,20.259999999999998,3.44,2.53,32,20,116.68,129.22,25.080000000000002,26.57,185.0,160.0
NEL3118,735233,4,22.77,20.259999999999998,3.44,2.53,31,26,116.68,129.22,25.080000000000002,26.57,179.0,196.0
NEL3118,735234,1,22.77,20.259999999999998,3.44,2.53,26,20,116.68,129.22,25.080000000000002,26.57,176.0,170.0
NEL3118,735234,2,22.77,20.259999999999998,3.44,2.53,20,20,116.68,129.22,25.080000000000002,26.57,49.0,145.0
NEL3118,735234,3,22.77,20.259999999999998,3.44,2.53,33,19,116.68,129.22,25.080000000000002,26.57,155.0,157.0
NEL3118,735234,4,22.77,20.259999999999998,3.44,2.53,22,17,116.68,129.22,25.080000000000002,26.57,87.0,199.0
NEL3118,735397,1,22.77,20.259999999999998,3.44,2.53,27,20,116.68,129.22,25.080000000000002,26.57,137.0,139.0
NEL3118,735397,2,22.77,20.259999999999998,3.44,2.53,23,24,116.68,129.22,25.080000000000002,26.57,105.0,85.0
NEL3118,735397,3,22.77,20.259999999999998,3.44,2.53,26,22,116.68,129.22,25.080000000000002,26.57,130.0,123.0
NEL3118,735397,4,22.77,20.259999999999998,3.44,2.53,23,25,116.68,129.22,25.080000000000002,26.57,100.0,103.0
NEL3118,735398,1,22.77,20.259999999999998,3.44,2.53,31,22,116.68,129.22,25.080000000000002,26.57,127.0,137.0
NEL3118,735398,2,22.77,20.259999999999998,3.44,2.53,24,17,116.68,129.22,25.080000000000002,26.57,74.0,154.0
NEL3118,735398,3,22.77,20.259999999999998,3.44,2.53,31,17,116.68,129.22,25.080000000000002,26.57,139.0,143.0
NEL3118,735398,4,22.77,20.259999999999998,3.44,2.53,23,22,116.68,129.22,25.080000000000002,26.57,114.0,113.0
NEL3118,735533,1,22.77,20.259999999999998,3.44,2.53,13,17,116.68,129.22,25.080000000000002,26.57,100.0,153.0
NEL3118,735533,2,22.77,20.259999999999998,3.44,2.53,17,18,116.68,129.22,25.080000000000002,26.57,107.0,142.0
NEL3118,735533,3,22.77,20.259999999999998,3.44,2.53,20,13,116.68,129.22,25.080000000000002,26.57,170.0,153.0
NEL3118,735533,4,22.77,20.259999999999998,3.44,2.53,14,15,116.68,129.22,25.080000000000002,26.57,109.0,52.0
NEL3118,735534,1,22.77,20.259999999999998,3.44,2.53,16,17,116.68,129.22,25.080000000000002,26.57,92.0,134.0
NEL3118,735534,2,22.77,20.259999999999998,3.44,2.53,21,19,116.68,129.22,25.080000000000002,26.57,85.0,118.0
NEL3118,735534,3,22.77,20.259999999999998,3.44,2.53,16,15,116.68,129.22,25.080000000000002,26.57,117.0,102.0
NEL3118,735534,4,22.77,20.259999999999998,3.44,2.53,13,17,116.68,129.22,25.080000000000002,26.57,105.0,71.0
NEL3118,735565,1,22.77,20.259999999999998,3.44,2.53,20,19,116.68,129.22,25.080000000000002,26.57,135.0,122.0
NEL3118,735565,2,22.77,20.259999999999998,3.44,2.53,40,32,116.68,129.22,25.080000000000002,26.57,134.0,184.0
NEL3118,735565,3,22.77,20.259999999999998,3.44,2.53,15,22,116.68,129.22,25.080000000000002,26.57,150.0,148.0
NEL3118,735565,4,22.77,20.259999999999998,3.44,2.53,31,21,116.68,129.22,25.080000000000002,26.57,149.0,133.0
NEL3118,735566,1,22.77,20.259999999999998,3.44,2.53,15,15,116.68,129.22,25.080000000000002,26.57,155.0,168.0
NEL3118,735566,2,22.77,20.259999999999998,3.44,2.53,30,26,116.68,129.22,25.080000000000002,26.57,125.0,133.0
NEL3118,735566,3,22.77,20.259999999999998,3.44,2.53,22,19,116.68,129.22,25.080000000000002,26.57,155.0,124.0
NEL3118,735566,4,22.77,20.259999999999998,3.44,2.53,26,33,116.68,129.22,25.080000000000002,26.57,177.0,176.0
NEL3118,735677,1,22.77,20.259999999999998,3.44,2.53,20,16,116.68,129.22,25.080000000000002,26.57,131.0,117.0
NEL3118,735677,2,22.77,20.259999999999998,3.44,2.53,30,19,116.68,129.22,25.080000000000002,26.57,115.0,164.0
NEL3118,735677,3,22.77,20.259999999999998,3.44,2.53,19,17,116.68,129.22,25.080000000000002,26.57,155.0,150.0
NEL3118,735677,4,22.77,20.259999999999998,3.44,2.53,29,20,116.68,129.22,25.080000000000002,26.57,117.0,170.0
NEL3118,735678,1,22.77,20.259999999999998,3.44,2.53,21,22,116.68,129.22,25.080000000000002,26.57,161.0,169.0
NEL3118,735678,2,22.77,20.259999999999998,3.44,2.53,22,18,116.68,129.22,25.080000000000002,26.57,124.0,150.0
NEL3118,735678,3,22.77,20.259999999999998,3.44,2.53,16,16,116.68,129.22,25.080000000000002,26.57,172.0,171.0
NEL3118,735678,4,22.77,20.259999999999998,3.44,2.53,25,23,116.68,129.22,25.080000000000002,26.57,114.0,200.0
NEL3118,735687,1,22.77,20.259999999999998,3.44,2.53,13,16,116.68,129.22,25.080000000000002,26.57,33.0,50.0
NEL3118,735687,2,22.77,20.259999999999998,3.44,2.53,18,16,116.68,129.22,25.080000000000002,26.57,45.0,64.0
NEL3118,735687,3,22.77,20.259999999999998,3.44,2.53,28,14,116.68,129.22,25.080000000000002,26.57,35.0,18.0
NEL3118,735687,4,22.77,20.259999999999998,3.44,2.53,20,19,116.68,129.22,25.080000000000002,26.57,70.0,37.0
NEL3118,735688,1,22.77,20.259999999999998,3.44,2.53,18,16,116.68,129.22,25.080000000000002,26.57,61.0,54.0
NEL3118,735688,2,22.77,20.259999999999998,3.44,2.53,22,14,116.68,129.22,25.080000000000002,26.57,42.0,49.0
NEL3118,735688,3,22.77,20.259999999999998,3.44,2.53,28,19,116.68,129.22,25.080000000000002,26.57,47.0,39.0
NEL3118,735688,4,22.77,20.259999999999998,3.44,2.53,21,11,116.68,129.22,25.080000000000002,26.57,28.0,42.0
NEL3120,735261,1,10.889999999999997,8.41,2.1799999999999997,1.65,6,3,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,1.0,8.0
NEL3120,735261,2,10.889999999999997,8.41,2.1799999999999997,1.65,14,8,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,10.0,8.0
NEL3120,735261,3,10.889999999999997,8.41,2.1799999999999997,1.65,11,9,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,1.0,6.0
NEL3120,735261,4,10.889999999999997,8.41,2.1799999999999997,1.65,11,9,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,3.0,5.0
NEL3120,735262,1,10.889999999999997,8.41,2.1799999999999997,1.65,10,10,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,12.0,22.0
NEL3120,735262,2,10.889999999999997,8.41,2.1799999999999997,1.65,8,8,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,7.0,22.0
NEL3120,735262,3,10.889999999999997,8.41,2.1799999999999997,1.65,7,7,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,11.0,19.0
NEL3120,735262,4,10.889999999999997,8.41,2.1799999999999997,1.65,13,13,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,16.0,2.0
NEL3120,735313,1,10.889999999999997,8.41,2.1799999999999997,1.65,12,7,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,1.0,10.0
NEL3120,735313,2,10.889999999999997,8.41,2.1799999999999997,1.65,12,13,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,8.0,18.0
NEL3120,735313,3,10.889999999999997,8.41,2.1799999999999997,1.65,14,8,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,3.0,9.0
NEL3120,735313,4,10.889999999999997,8.41,2.1799999999999997,1.65,11,8,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,33.0,22.0
NEL3120,735314,1,10.889999999999997,8.41,2.1799999999999997,1.65,12,8,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,8.0,2.0
NEL3120,735314,2,10.889999999999997,8.41,2.1799999999999997,1.65,7,9,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,7.0,6.0
NEL3120,735314,3,10.889999999999997,8.41,2.1799999999999997,1.65,9,9,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,9.0,3.0
NEL3120,735314,4,10.889999999999997,8.41,2.1799999999999997,1.65,9,10,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,2.0,12.0
NEL3120,735391,1,10.889999999999997,8.41,2.1799999999999997,1.65,12,4,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,1.0,4.0
NEL3120,735391,2,10.889999999999997,8.41,2.1799999999999997,1.65,19,8,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,3.0,19.0
NEL3120,735391,3,10.889999999999997,8.41,2.1799999999999997,1.65,23,6,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,18.0,13.0
NEL3120,735391,4,10.889999999999997,8.41,2.1799999999999997,1.65,16,13,0.04999999999999716,6.270000000000003,1.4299999999999997,0.6199999999999974,8.0,10.0
