Veículo;Posição;Data da Medição;Rodeiro Veículo;Rodeiro Composição;Equipamento;Trem;Média Rolamento Esquerdo (°C);Média Rolamento Direito (°C);DP Rolamento Esquerdo (°C);DP Rolamento Direito (°C);Rolamento Esquerdo (°C);Rolamento Direito (°C);Média Roda Esquerda (°C);Média Roda Direita (°C);DP Roda Esquerda (°C);DP Roda Direita (°C);Roda Esquerda (°C);Roda Direita (°C);Tipo;Carregado
734879;119;2022-07-20 17:15:30;1;477;P1-08 P1-09 KM272;NEH0140;11,15;11,72;2,49;2,2;12;15;;;;;;;V;1
734879;119;2022-07-20 18:13:36;4;480;P1-11 P1-10A KM237 POWER VIEW;NEH0140;14,78;14,69;3,67;3,63;17;17;31,84;30,78;15,39;14,41;30,0;23,0;V;1
734879;119;2022-07-20 18:13:36;3;479;P1-11 P1-10A KM237 POWER VIEW;NEH0140;14,78;14,69;3,67;3,63;12;13;31,84;30,78;15,39;14,41;35,0;25,0;V;1
734879;119;2022-07-20 18:13:36;2;478;P1-11 P1-10A KM237 POWER VIEW;NEH0140;14,78;14,69;3,67;3,63;21;22;31,84;30,78;15,39;14,41;52,0;61,0;V;1
734879;119;2022-07-20 18:13:36;1;477;P1-11 P1-10A KM237 POWER VIEW;NEH0140;14,78;14,69;3,67;3,63;14;20;31,84;30,78;15,39;14,41;23,0;21,0;V;1
734879;119;2022-07-20 18:14:29;4;480;P1-11 P1-10 KM237;NEH0140;13,88;14,83;2,96;3,0;19;15;35,33;29,37;14,66;17,27;21,0;8,0;V;1
734879;119;2022-07-20 18:14:29;3;479;P1-11 P1-10 KM237;NEH0140;13,88;14,83;2,96;3,0;13;14;35,33;29,37;14,66;17,27;34,0;34,0;V;1
734879;119;2022-07-20 18:14:29;2;478;P1-11 P1-10 KM237;NEH0140;13,88;14,83;2,96;3,0;21;18;35,33;29,37;14,66;17,27;61,0;34,0;V;1
734879;119;2022-07-20 18:14:29;1;477;P1-11 P1-10 KM237;NEH0140;13,88;14,83;2,96;3,0;13;21;35,33;29,37;14,66;17,27;34,0;17,0;V;1
734879;119;2022-07-20 18:44:26;4;480;P1-12 P1-13 KM212;NEH0140;5,55;10,41;4,62;3,89;15;3;;;;;;;V;1
734879;119;2022-07-20 18:44:26;3;479;P1-12 P1-13 KM212;NEH0140;5,55;10,41;4,62;3,89;0;4;;;;;;;V;1
734879;119;2022-07-20 18:44:26;2;478;P1-12 P1-13 KM212;NEH0140;5,55;10,41;4,62;3,89;1;4;;;;;;;V;1
734879;119;2022-07-20 18:44:26;1;477;P1-12 P1-13 KM212;NEH0140;5,55;10,41;4,62;3,89;0;4;;;;;;;V;1
734879;119;2022-07-20 19:24:38;4;480;P2-01 P1-14 KM186;NEH0140;13,92;13,39;3,05;3,02;21;14;;;;;;;V;1
734879;119;2022-07-20 19:24:38;3;479;P2-01 P1-14 KM186;NEH0140;13,92;13,39;3,05;3,02;14;10;;;;;;;V;1
734879;119;2022-07-20 19:24:38;2;478;P2-01 P1-14 KM186;NEH0140;13,92;13,39;3,05;3,02;18;16;;;;;;;V;1
734879;119;2022-07-20 19:24:38;1;477;P2-01 P1-14 KM186;NEH0140;13,92;13,39;3,05;3,02;13;17;;;;;;;V;1
734879;119;2022-07-20 19:46:11;4;480;P2-01 P2-02;NEH0140;19,16;19,13;3,75;3,99;31;17;;;;;;;V;1
734879;119;2022-07-20 19:46:11;3;479;P2-01 P2-02;NEH0140;19,16;19,13;3,75;3,99;18;15;;;;;;;V;1
734879;119;2022-07-20 19:46:11;2;478;P2-01 P2-02;NEH0140;19,16;19,13;3,75;3,99;24;23;;;;;;;V;1
734879;119;2022-07-20 19:46:11;1;477;P2-01 P2-02;NEH0140;19,16;19,13;3,75;3,99;19;23;;;;;;;V;1
734879;119;2022-07-20 20:13:08;4;480;P2-03 P2-03A KM144;NEH0140;11,45;10,7;5,42;5,06;15;2;;;;;;;V;1
734879;119;2022-07-20 20:13:08;3;479;P2-03 P2-03A KM144;NEH0140;11,45;10,7;5,42;5,06;3;0;;;;;;;V;1
734879;119;2022-07-20 20:13:08;2;478;P2-03 P2-03A KM144;NEH0140;11,45;10,7;5,42;5,06;13;2;;;;;;;V;1
734879;119;2022-07-20 20:13:08;1;477;P2-03 P2-03A KM144;NEH0140;11,45;10,7;5,42;5,06;3;0;;;;;;;V;1
734879;119;2022-07-20 20:58:32;4;480;P02-04 P02-05 KM114;NEH0140;18,93;17,86;3,83;3,55;28;16;;;;;;;V;1
734879;119;2022-07-20 20:58:32;3;479;P02-04 P02-05 KM114;NEH0140;18,93;17,86;3,83;3,55;18;16;;;;;;;V;1
734879;119;2022-07-20 20:58:32;2;478;P02-04 P02-05 KM114;NEH0140;18,93;17,86;3,83;3,55;24;21;;;;;;;V;1
734879;119;2022-07-20 20:58:32;1;477;P02-04 P02-05 KM114;NEH0140;18,93;17,86;3,83;3,55;19;21;;;;;;;V;1
734879;119;2022-07-20 22:26:07;4;480;P2-09 P2-08 KM64;NEH0140;16,66;15,25;3,88;3,17;27;15;;;;;;;V;1
734879;119;2022-07-20 22:26:07;3;479;P2-09 P2-08 KM64;NEH0140;16,66;15,25;3,88;3,17;17;14;;;;;;;V;1
734879;119;2022-07-20 22:26:07;2;478;P2-09 P2-08 KM64;NEH0140;16,66;15,25;3,88;3,17;20;19;;;;;;;V;1
734879;119;2022-07-20 22:26:07;1;477;P2-09 P2-08 KM64;NEH0140;16,66;15,25;3,88;3,17;17;20;;;;;;;V;1
734879;119;2022-07-20 23:04:07;4;480;P2-10 P2-11 KM 39.68;NEH0140;18,07;17,63;3,58;3,25;21;15;;;;;;;V;1
734879;119;2022-07-20 23:04:07;3;479;P2-10 P2-11 KM 39.68;NEH0140;18,07;17,63;3,58;3,25;14;16;;;;;;;V;1
734879;119;2022-07-20 23:04:07;2;478;P2-10 P2-11 KM 39.68;NEH0140;18,07;17,63;3,58;3,25;23;19;;;;;;;V;1
734879;119;2022-07-20 23:04:07;1;477;P2-10 P2-11 KM 39.68;NEH0140;18,07;17,63;3,58;3,25;17;20;;;;;;;V;1
734879;119;2022-07-21 01:01:05;4;480;WALDEMAR BRITO LINHA 1;NEH0140;25,78;25,14;4,62;4,26;31;23;;;;;;;V;1
734879;119;2022-07-21 01:01:05;3;479;WALDEMAR BRITO LINHA 1;NEH0140;25,78;25,14;4,62;4,26;26;21;;;;;;;V;1
734879;119;2022-07-21 01:01:05;2;478;WALDEMAR BRITO LINHA 1;NEH0140;25,78;25,14;4,62;4,26;28;24;;;;;;;V;1
734879;119;2022-07-21 01:01:05;1;477;WALDEMAR BRITO LINHA 1;NEH0140;25,78;25,14;4,62;4,26;21;26;;;;;;;V;1
734879;119;2022-07-21 03:34:45;4;480;MARIO BELO LINHA 1;NEH0140;19,92;20,21;4,1;3,68;26;17;130,4;142,39;35,66;37,51;45,0;58,0;V;1
734879;119;2022-07-21 03:34:45;3;479;MARIO BELO LINHA 1;NEH0140;19,92;20,21;4,1;3,68;20;17;130,4;142,39;35,66;37,51;64,0;88,0;V;1
734879;119;2022-07-21 03:34:45;2;478;MARIO BELO LINHA 1;NEH0140;19,92;20,21;4,1;3,68;22;21;130,4;142,39;35,66;37,51;77,0;45,0;V;1
734879;119;2022-07-21 03:34:45;1;477;MARIO BELO LINHA 1;NEH0140;19,92;20,21;4,1;3,68;17;21;130,4;142,39;35,66;37,51;64,0;64,0;V;1
734879;119;2022-07-21 13:17:21;4;478;MARIO BELO LINHA 2;NHE0241;7,21;4,0;5,22;4,77;13;10;;;;;;;V;0
734879;119;2022-07-21 13:17:21;3;477;MARIO BELO LINHA 2;NHE0241;7,21;4,0;5,22;4,77;10;7;;;;;;;V;0
734879;119;2022-07-21 13:17:21;2;476;MARIO BELO LINHA 2;NHE0241;7,21;4,0;5,22;4,77;10;9;;;;;;;V;0
734879;119;2022-07-21 13:17:21;1;475;MARIO BELO LINHA 2;NHE0241;7,21;4,0;5,22;4,77;1;0;;;;;;;V;0
734879;119;2022-07-21 14:54:42;4;480;DEMETRIO RIBEIRO;NHE0241;12,9;12,25;5,28;5,6;26;10;1,61;3,08;5,59;6,46;8,0;8,0;V;0
734879;119;2022-07-21 14:54:42;3;479;DEMETRIO RIBEIRO;NHE0241;12,9;12,25;5,28;5,6;8;4;1,61;3,08;5,59;6,46;0,0;8,0;V;0
734879;119;2022-07-21 14:54:42;2;478;DEMETRIO RIBEIRO;NHE0241;12,9;12,25;5,28;5,6;18;19;1,61;3,08;5,59;6,46;8,0;8,0;V;0
734879;119;2022-07-21 14:54:42;1;477;DEMETRIO RIBEIRO;NHE0241;12,9;12,25;5,28;5,6;17;19;1,61;3,08;5,59;6,46;0,0;8,0;V;0
734879;119;2022-07-21 15:56:20;4;480;ANDRADE PINTO;NHE0241;13,5;13,44;4,99;5,09;26;14;;;;;;;V;0
734879;119;2022-07-21 15:56:20;3;479;ANDRADE PINTO;NHE0241;13,5;13,44;4,99;5,09;6;6;;;;;;;V;0
734879;119;2022-07-21 15:56:20;2;478;ANDRADE PINTO;NHE0241;13,5;13,44;4,99;5,09;18;20;;;;;;;V;0
734879;119;2022-07-21 15:56:20;1;477;ANDRADE PINTO;NHE0241;13,5;13,44;4,99;5,09;13;19;;;;;;;V;0
734879;119;2022-07-21 16:56:09;4;480;PARAIBUNA;NHE0241;14,75;13,36;3,98;3,93;23;15;9,02;0,85;3,14;2,92;8,0;0,0;V;0
734879;119;2022-07-21 16:56:09;3;479;PARAIBUNA;NHE0241;14,75;13,36;3,98;3,93;11;9;9,02;0,85;3,14;2,92;8,0;8,0;V;0
734879;119;2022-07-21 16:56:09;2;478;PARAIBUNA;NHE0241;14,75;13,36;3,98;3,93;18;18;9,02;0,85;3,14;2,92;17,0;0,0;V;0
734879;119;2022-07-21 16:56:09;1;477;PARAIBUNA;NHE0241;14,75;13,36;3,98;3,93;15;18;9,02;0,85;3,14;2,92;8,0;0,0;V;0
734879;119;2022-07-21 19:51:11;4;480;MANTIQUEIRA;NHE0241;15,22;14,81;4,0;3,7;24;20;9,81;10,53;3,8;4,53;21,0;17,0;V;0
734879;119;2022-07-21 19:51:11;3;479;MANTIQUEIRA;NHE0241;15,22;14,81;4,0;3,7;10;13;9,81;10,53;3,8;4,53;17,0;21,0;V;0
734879;119;2022-07-21 19:51:11;2;478;MANTIQUEIRA;NHE0241;15,22;14,81;4,0;3,7;20;22;9,81;10,53;3,8;4,53;17,0;8,0;V;0
734879;119;2022-07-21 19:51:11;1;477;MANTIQUEIRA;NHE0241;15,22;14,81;4,0;3,7;16;20;9,81;10,53;3,8;4,53;8,0;17,0;V;0
734879;119;2022-07-21 21:07:44;4;480;CACHOEIRA;NHE0241;14,23;14,89;4,16;4,07;24;17;;;;;;;V;0
734879;119;2022-07-21 21:07:44;3;479;CACHOEIRA;NHE0241;14,23;14,89;4,16;4,07;8;11;;;;;;;V;0
734879;119;2022-07-21 21:07:44;2;478;CACHOEIRA;NHE0241;14,23;14,89;4,16;4,07;19;26;;;;;;;V;0
734879;119;2022-07-21 21:07:44;1;477;CACHOEIRA;NHE0241;14,23;14,89;4,16;4,07;16;21;;;;;;;V;0
734879;119;2022-07-21 22:31:55;4;480;BUARQUE;NHE0241;12,9;11,87;4,97;4,31;28;16;;;;;;;V;0
734879;119;2022-07-21 22:31:55;3;479;BUARQUE;NHE0241;12,9;11,87;4,97;4,31;11;9;;;;;;;V;0
734879;119;2022-07-21 22:31:55;2;478;BUARQUE;NHE0241;12,9;11,87;4,97;4,31;21;21;;;;;;;V;0
734879;119;2022-07-21 22:31:55;1;477;BUARQUE;NHE0241;12,9;11,87;4,97;4,31;16;17;;;;;;;V;0
734879;119;2022-07-22 02:25:04;4;480;MOEDA;NHE0241;12,64;11,23;4,66;4,14;24;11;;;;;;;V;0
734879;119;2022-07-22 02:25:04;3;479;MOEDA;NHE0241;12,64;11,23;4,66;4,14;9;8;;;;;;;V;0
734879;119;2022-07-22 02:25:04;2;478;MOEDA;NHE0241;12,64;11,23;4,66;4,14;19;18;;;;;;;V;0
734879;119;2022-07-22 02:25:04;1;477;MOEDA;NHE0241;12,64;11,23;4,66;4,14;15;17;;;;;;;V;0
734879;119;2022-07-22 03:38:26;4;480;MELO FRANCO;NHE0241;10,18;12,15;3,92;5,27;10;28;;;;;;;V;0
734879;119;2022-07-22 03:38:26;3;479;MELO FRANCO;NHE0241;10,18;12,15;3,92;5,27;8;9;;;;;;;V;0
734879;119;2022-07-22 03:38:26;2;478;MELO FRANCO;NHE0241;10,18;12,15;3,92;5,27;15;21;;;;;;;V;0
734879;119;2022-07-22 03:38:26;1;477;MELO FRANCO;NHE0241;10,18;12,15;3,92;5,27;14;18;;;;;;;V;0
734879;22;2022-07-22 14:34:12;4;92;MELO FRANCO;NEL3144;7,19;5,67;3,3;3,36;10;13;;;;;;;V;0
734879;22;2022-07-22 14:34:12;3;91;MELO FRANCO;NEL3144;7,19;5,67;3,3;3,36;4;7;;;;;;;V;0
734879;22;2022-07-22 14:34:12;2;90;MELO FRANCO;NEL3144;7,19;5,67;3,3;3,36;4;1;;;;;;;V;0
734879;22;2022-07-22 14:34:12;1;89;MELO FRANCO;NEL3144;7,19;5,67;3,3;3,36;3;1;;;;;;;V;0
734879;22;2022-07-22 15:33:28;4;92;MOEDA;NEL3144;12,56;14,56;2,85;3,14;16;20;;;;;;;V;0
734879;22;2022-07-22 15:33:28;3;91;MOEDA;NEL3144;12,56;14,56;2,85;3,14;10;12;;;;;;;V;0
734879;22;2022-07-22 15:33:28;2;90;MOEDA;NEL3144;12,56;14,56;2,85;3,14;10;15;;;;;;;V;0
734879;22;2022-07-22 15:33:28;1;89;MOEDA;NEL3144;12,56;14,56;2,85;3,14;11;11;;;;;;;V;0
734879;22;2022-07-22 20:11:29;4;92;P1-08 P1-09 KM272;NEL3144;10,35;10,97;2,04;1,8;14;13;;;;;;;V;0
734879;22;2022-07-22 20:11:29;3;91;P1-08 P1-09 KM272;NEL3144;10,35;10,97;2,04;1,8;8;8;;;;;;;V;0
734879;22;2022-07-22 20:11:29;2;90;P1-08 P1-09 KM272;NEL3144;10,35;10,97;2,04;1,8;11;10;;;;;;;V;0
734879;22;2022-07-22 20:11:29;1;89;P1-08 P1-09 KM272;NEL3144;10,35;10,97;2,04;1,8;8;9;;;;;;;V;0
734879;22;2022-07-22 21:11:06;4;92;P1-11 P1-10A KM237 POWER VIEW;NEL3144;14,78;14,72;3,99;3,7;22;21;34,44;33,45;16,27;16,43;21,0;29,0;V;0
734879;22;2022-07-22 21:11:06;3;91;P1-11 P1-10A KM237 POWER VIEW;NEL3144;14,78;14,72;3,99;3,7;10;9;34,44;33,45;16,27;16,43;29,0;27,0;V;0
734879;22;2022-07-22 21:11:06;2;90;P1-11 P1-10A KM237 POWER VIEW;NEL3144;14,78;14,72;3,99;3,7;14;17;34,44;33,45;16,27;16,43;17,0;45,0;V;0
734879;22;2022-07-22 21:11:06;1;89;P1-11 P1-10A KM237 POWER VIEW;NEL3144;14,78;14,72;3,99;3,7;14;10;34,44;33,45;16,27;16,43;31,0;15,0;V;0
734879;22;2022-07-22 21:11:56;4;92;P1-11 P1-10 KM237;NEL3144;13,83;14,54;2,93;2,88;19;17;39,19;32,07;15,06;17,73;17,0;17,0;V;0
734879;22;2022-07-22 21:11:56;3;91;P1-11 P1-10 KM237;NEL3144;13,83;14,54;2,93;2,88;11;9;39,19;32,07;15,06;17,73;54,0;45,0;V;0
734879;22;2022-07-22 21:11:56;2;90;P1-11 P1-10 KM237;NEL3144;13,83;14,54;2,93;2,88;13;15;39,19;32,07;15,06;17,73;21,0;45,0;V;0
734879;22;2022-07-22 21:11:56;1;89;P1-11 P1-10 KM237;NEL3144;13,83;14,54;2,93;2,88;13;12;39,19;32,07;15,06;17,73;34,0;8,0;V;0
734879;22;2022-07-22 21:42:30;4;92;P1-12 P1-13 KM212;NEL3144;4,83;9,33;4,36;3,89;11;10;;;;;;;V;0
734879;22;2022-07-22 21:42:30;3;91;P1-12 P1-13 KM212;NEL3144;4,83;9,33;4,36;3,89;0;0;;;;;;;V;0
734879;22;2022-07-22 21:42:30;2;90;P1-12 P1-13 KM212;NEL3144;4,83;9,33;4,36;3,89;6;12;;;;;;;V;0
734879;22;2022-07-22 21:42:30;1;89;P1-12 P1-13 KM212;NEL3144;4,83;9,33;4,36;3,89;0;4;;;;;;;V;0
734879;22;2022-07-22 22:23:33;4;92;P2-01 P1-14 KM186;NEL3144;12,35;12,03;3,08;2,89;17;13;;;;;;;V;0
734879;22;2022-07-22 22:23:33;3;91;P2-01 P1-14 KM186;NEL3144;12,35;12,03;3,08;2,89;9;7;;;;;;;V;0
734879;22;2022-07-22 22:23:33;2;90;P2-01 P1-14 KM186;NEL3144;12,35;12,03;3,08;2,89;12;14;;;;;;;V;0
734879;22;2022-07-22 22:23:33;1;89;P2-01 P1-14 KM186;NEL3144;12,35;12,03;3,08;2,89;10;7;;;;;;;V;0
734879;22;2022-07-22 23:13:37;4;92;P2-03 P2-03A KM144;NEL3144;10,34;10,67;5,11;4,85;15;12;;;;;;;V;0
734879;22;2022-07-22 23:13:37;3;91;P2-03 P2-03A KM144;NEL3144;10,34;10,67;5,11;4,85;3;6;;;;;;;V;0
734879;22;2022-07-22 23:13:37;2;90;P2-03 P2-03A KM144;NEL3144;10,34;10,67;5,11;4,85;11;8;;;;;;;V;0
734879;22;2022-07-22 23:13:37;1;89;P2-03 P2-03A KM144;NEL3144;10,34;10,67;5,11;4,85;7;10;;;;;;;V;0
734879;22;2022-07-23 00:01:24;4;92;P02-04 P02-05 KM114;NEL3144;17,25;16,22;3,88;3,47;24;21;;;;;;;V;0
734879;22;2022-07-23 00:01:24;3;91;P02-04 P02-05 KM114;NEL3144;17,25;16,22;3,88;3,47;10;8;;;;;;;V;0
734879;22;2022-07-23 00:01:24;2;90;P02-04 P02-05 KM114;NEL3144;17,25;16,22;3,88;3,47;21;18;;;;;;;V;0
734879;22;2022-07-23 00:01:24;1;89;P02-04 P02-05 KM114;NEL3144;17,25;16,22;3,88;3,47;12;14;;;;;;;V;0
734879;22;2022-07-23 01:22:39;4;92;P2-09 P2-08 KM64;NEL3144;15,8;14,5;4,04;3,28;21;19;;;;;;;V;0
734879;22;2022-07-23 01:22:39;3;91;P2-09 P2-08 KM64;NEL3144;15,8;14,5;4,04;3,28;10;8;;;;;;;V;0
734879;22;2022-07-23 01:22:39;2;90;P2-09 P2-08 KM64;NEL3144;15,8;14,5;4,04;3,28;18;15;;;;;;;V;0
734879;22;2022-07-23 01:22:39;1;89;P2-09 P2-08 KM64;NEL3144;15,8;14,5;4,04;3,28;14;13;;;;;;;V;0
734879;22;2022-07-23 01:58:42;4;92;P2-10 P2-11 KM 39.68;NEL3144;17,08;16,87;3,82;3,24;26;24;;;;;;;V;0
734879;22;2022-07-23 01:58:42;3;91;P2-10 P2-11 KM 39.68;NEL3144;17,08;16,87;3,82;3,24;12;12;;;;;;;V;0
734879;22;2022-07-23 01:58:42;2;90;P2-10 P2-11 KM 39.68;NEL3144;17,08;16,87;3,82;3,24;19;19;;;;;;;V;0
734879;22;2022-07-23 01:58:42;1;89;P2-10 P2-11 KM 39.68;NEL3144;17,08;16,87;3,82;3,24;14;15;;;;;;;V;0
734879;22;2022-07-23 02:19:10;4;92;P2-13 P2-12 KM21;NEL3144;25,99;20,67;6,18;4,26;42;29;90,36;89,68;29,21;28,33;131,0;131,0;V;0
734879;22;2022-07-23 02:19:10;3;91;P2-13 P2-12 KM21;NEL3144;25,99;20,67;6,18;4,26;18;13;90,36;89,68;29,21;28,33;119,0;99,0;V;0
734879;22;2022-07-23 02:19:10;2;90;P2-13 P2-12 KM21;NEL3144;25,99;20,67;6,18;4,26;28;24;90,36;89,68;29,21;28,33;73,0;73,0;V;0
734879;22;2022-07-23 02:19:10;1;89;P2-13 P2-12 KM21;NEL3144;25,99;20,67;6,18;4,26;23;19;90,36;89,68;29,21;28,33;88,0;109,0;V;0
734879;22;2022-07-23 04:03:18;4;92;WALDEMAR BRITO LINHA 1;NEL3144;25,01;24,1;4,85;4,37;38;32;;;;;;;V;0
734879;22;2022-07-23 04:03:18;3;91;WALDEMAR BRITO LINHA 1;NEL3144;25,01;24,1;4,85;4,37;17;16;;;;;;;V;0
734879;22;2022-07-23 04:03:18;2;90;WALDEMAR BRITO LINHA 1;NEL3144;25,01;24,1;4,85;4,37;28;27;;;;;;;V;0
734879;22;2022-07-23 04:03:18;1;89;WALDEMAR BRITO LINHA 1;NEL3144;25,01;24,1;4,85;4,37;21;22;;;;;;;V;0
734879;22;2022-07-23 06:20:56;4;92;MARIO BELO LINHA 1;NEL3144;19,34;19,56;4,09;3,69;33;27;138,37;145,51;35,74;35,92;156,0;142,0;V;0
734879;22;2022-07-23 06:20:56;3;91;MARIO BELO LINHA 1;NEL3144;19,34;19,56;4,09;3,69;15;14;138,37;145,51;35,74;35,92;142,0;128,0;V;0
734879;22;2022-07-23 06:20:56;2;90;MARIO BELO LINHA 1;NEL3144;19,34;19,56;4,09;3,69;22;21;138,37;145,51;35,74;35,92;125,0;145,0;V;0
734879;22;2022-07-23 06:20:56;1;89;MARIO BELO LINHA 1;NEL3144;19,34;19,56;4,09;3,69;15;17;138,37;145,51;35,74;35,92;119,0;131,0;V;0
734879;22;2022-07-23 18:03:06;4;92;MARIO BELO LINHA 2;NLE0345;10,82;11,62;4,63;4,59;30;24;;;;;;;V;0
734879;22;2022-07-23 18:03:06;3;91;MARIO BELO LINHA 2;NLE0345;10,82;11,62;4,63;4,59;6;4;;;;;;;V;0
734879;22;2022-07-23 18:03:06;2;90;MARIO BELO LINHA 2;NLE0345;10,82;11,62;4,63;4,59;13;7;;;;;;;V;0
734879;22;2022-07-23 18:03:06;1;89;MARIO BELO LINHA 2;NLE0345;10,82;11,62;4,63;4,59;10;10;;;;;;;V;0
734879;22;2022-07-23 19:44:45;4;92;DEMETRIO RIBEIRO;NLE0345;14,86;15,23;5,63;4,53;40;26;4,15;1,74;5,39;4,0;0,0;0,0;V;0
734879;22;2022-07-23 19:44:45;3;91;DEMETRIO RIBEIRO;NLE0345;14,86;15,23;5,63;4,53;6;7;4,15;1,74;5,39;4,0;0,0;0,0;V;0
734879;22;2022-07-23 19:44:45;2;90;DEMETRIO RIBEIRO;NLE0345;14,86;15,23;5,63;4,53;17;12;4,15;1,74;5,39;4,0;8,0;0,0;V;0
734879;22;2022-07-23 19:44:45;1;89;DEMETRIO RIBEIRO;NLE0345;14,86;15,23;5,63;4,53;14;12;4,15;1,74;5,39;4,0;0,0;0,0;V;0
734879;22;2022-07-23 20:44:55;4;92;ANDRADE PINTO;NLE0345;15,15;14,1;5,83;4,63;42;26;;;;;;;V;0
734879;22;2022-07-23 20:44:55;3;91;ANDRADE PINTO;NLE0345;15,15;14,1;5,83;4,63;6;6;;;;;;;V;0
734879;22;2022-07-23 20:44:55;2;90;ANDRADE PINTO;NLE0345;15,15;14,1;5,83;4,63;21;13;;;;;;;V;0
734879;22;2022-07-23 20:44:55;1;89;ANDRADE PINTO;NLE0345;15,15;14,1;5,83;4,63;13;9;;;;;;;V;0
734879;22;2022-07-23 21:49:29;4;92;PARAIBUNA;NLE0345;13,31;11,65;4,72;3,97;38;22;4,1;0,7;5,09;3,14;0,0;0,0;V;0
734879;22;2022-07-23 21:49:29;3;91;PARAIBUNA;NLE0345;13,31;11,65;4,72;3,97;6;3;4,1;0,7;5,09;3,14;0,0;0,0;V;0
734879;22;2022-07-23 21:49:29;2;90;PARAIBUNA;NLE0345;13,31;11,65;4,72;3,97;16;8;4,1;0,7;5,09;3,14;8,0;0,0;V;0
734879;22;2022-07-23 21:49:29;1;89;PARAIBUNA;NLE0345;13,31;11,65;4,72;3,97;11;9;4,1;0,7;5,09;3,14;0,0;0,0;V;0
734879;22;2022-07-24 00:46:43;4;92;MANTIQUEIRA;NLE0345;13,22;12,74;4,34;3,75;29;21;9,26;9,79;3,23;3,95;8,0;8,0;V;0
734879;22;2022-07-24 00:46:43;3;91;MANTIQUEIRA;NLE0345;13,22;12,74;4,34;3,75;7;8;9,26;9,79;3,23;3,95;8,0;8,0;V;0
734879;22;2022-07-24 00:46:43;2;90;MANTIQUEIRA;NLE0345;13,22;12,74;4,34;3,75;18;13;9,26;9,79;3,23;3,95;8,0;8,0;V;0
734879;22;2022-07-24 00:46:43;1;89;MANTIQUEIRA;NLE0345;13,22;12,74;4,34;3,75;12;11;9,26;9,79;3,23;3,95;8,0;8,0;V;0
734879;22;2022-07-24 02:04:15;4;92;CACHOEIRA;NLE0345;12,6;12,55;4,24;3,9;26;18;;;;;;;V;0
734879;22;2022-07-24 02:04:15;3;91;CACHOEIRA;NLE0345;12,6;12,55;4,24;3,9;6;6;;;;;;;V;0
734879;22;2022-07-24 02:04:15;2;90;CACHOEIRA;NLE0345;12,6;12,55;4,24;3,9;19;11;;;;;;;V;0
734879;22;2022-07-24 02:04:15;1;89;CACHOEIRA;NLE0345;12,6;12,55;4,24;3,9;12;11;;;;;;;V;0
734879;22;2022-07-24 03:22:36;4;92;BUARQUE;NLE0345;12,42;11,29;5,24;4,23;31;20;;;;;;;V;0
734879;22;2022-07-24 03:22:36;3;91;BUARQUE;NLE0345;12,42;11,29;5,24;4,23;8;3;;;;;;;V;0
734879;22;2022-07-24 03:22:36;2;90;BUARQUE;NLE0345;12,42;11,29;5,24;4,23;17;9;;;;;;;V;0
734879;22;2022-07-24 03:22:36;1;89;BUARQUE;NLE0345;12,42;11,29;5,24;4,23;12;7;;;;;;;V;0
734879;22;2022-07-24 14:52:17;4;92;P1-08 P1-09 KM272;NEL0148;7,42;8,85;3,07;2,53;17;10;;;;;;;V;0
734879;22;2022-07-24 14:52:17;3;91;P1-08 P1-09 KM272;NEL0148;7,42;8,85;3,07;2,53;8;8;;;;;;;V;0
734879;22;2022-07-24 14:52:17;2;90;P1-08 P1-09 KM272;NEL0148;7,42;8,85;3,07;2,53;4;9;;;;;;;V;0
734879;22;2022-07-24 14:52:17;1;89;P1-08 P1-09 KM272;NEL0148;7,42;8,85;3,07;2,53;6;8;;;;;;;V;0
734879;22;2022-07-24 15:54:12;4;92;P1-11 P1-10A KM237 POWER VIEW;NEL0148;13,33;12,76;3,38;2,99;24;14;41,13;36,69;16,57;14,22;47,0;50,0;V;0
734879;22;2022-07-24 15:54:12;3;91;P1-11 P1-10A KM237 POWER VIEW;NEL0148;13,33;12,76;3,38;2,99;9;9;41,13;36,69;16,57;14,22;36,0;26,0;V;0
734879;22;2022-07-24 15:54:12;2;90;P1-11 P1-10A KM237 POWER VIEW;NEL0148;13,33;12,76;3,38;2,99;10;14;41,13;36,69;16,57;14,22;59,0;59,0;V;0
734879;22;2022-07-24 15:54:12;1;89;P1-11 P1-10A KM237 POWER VIEW;NEL0148;13,33;12,76;3,38;2,99;14;12;41,13;36,69;16,57;14,22;47,0;22,0;V;0
734879;22;2022-07-24 15:55:00;2;90;P1-11 P1-10 KM237;NEL0148;12,93;14,4;2,9;2,9;11;15;47,17;36,48;15,69;17,9;49,0;58,0;V;0
734879;22;2022-07-24 15:55:00;1;89;P1-11 P1-10 KM237;NEL0148;12,93;14,4;2,9;2,9;13;14;47,17;36,48;15,69;17,9;64,0;17,0;V;0
734879;22;2022-07-24 15:55:00;4;92;P1-11 P1-10 KM237;NEL0148;12,93;14,4;2,9;2,9;24;17;47,17;36,48;15,69;17,9;69,0;45,0;V;0
734879;22;2022-07-24 15:55:00;3;91;P1-11 P1-10 KM237;NEL0148;12,93;14,4;2,9;2,9;11;12;47,17;36,48;15,69;17,9;49,0;21,0;V;0
734879;22;2022-07-24 16:26:40;4;92;P1-12 P1-13 KM212;NEL0148;5,59;10,53;4,78;3,52;12;14;;;;;;;V;0
